CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41264387,CUENCA COFFEE SHOP RESTAURANT,Queens,9529,JAMAICA AVENUE,11421,7188474642,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/29/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,18,,,09/30/2019,Cycle Inspection / Initial Inspection,40.694442279171,-73.8494681055,409,32,002200,4182440,4088830083,QN53
40547185,RED HOOK COFFEE SHOP,Brooklyn,327,VAN BRUNT ST,11231,7182439187,American,03/25/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,,,09/30/2019,Cycle Inspection / Initial Inspection,40.677970258878,-74.012153341819,306,38,005300,3008542,3005560002,BK33
50089669,SUNSET COFFEE SHOP AND RESTAURANT,Brooklyn,5416,2ND AVE,11220,7184397800,Café/Coffee/Tea,08/01/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,22,Z,08/01/2019,09/30/2019,Cycle Inspection / Re-inspection,40.646703488817,-74.019416019475,307,38,002200,3014477,3008200035,BK32
50050236,HIGHWAY DELI & COFFEE SHOP,Queens,6111,173RD ST,11365,7185398728,American,03/19/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,22,,,09/30/2019,Cycle Inspection / Initial Inspection,40.737615291866,-73.796429736926,408,24,122300,4149063,4069010032,QN38
40547185,RED HOOK COFFEE SHOP,Brooklyn,327,VAN BRUNT ST,11231,7182439187,American,05/03/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,09B,Thawing procedures improper.,N,62,,,09/30/2019,Cycle Inspection / Re-inspection,40.677970258878,-74.012153341819,306,38,005300,3008542,3005560002,BK33
50089530,TB COFFEE HOUSE,Brooklyn,578,MYRTLE AVE,11205,9173972719,Café/Coffee/Tea,05/06/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,22,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.693947243515,-73.961454071776,302,35,019300,3054903,3019090030,BK69
50064472,OLD COUNTRY COFFEE,Manhattan,455,W 34TH ST,10001,6468612171,American,07/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,5,A,07/19/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.754313875308,-73.998516532122,104,03,011100,1012857,1007320007,MN13
50059924,COFFEE TREE LOUNGE,Queens,16405,DEPOT RD,11358,7186610063,Korean,07/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,07/13/2019,09/30/2019,Cycle Inspection / Re-inspection,40.761885567201,-73.801723092643,407,19,117500,4119580,4052870046,QN51
41436524,THE BREUKELEN COFFEE HOUSE,Brooklyn,764,FRANKLIN AVENUE,11238,7187897070,Café/Coffee/Tea,12/19/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,B,12/19/2018,09/30/2019,Cycle Inspection / Re-inspection,40.672278553262,-73.957396649485,308,35,021700,3029594,3011780042,BK61
50071047,HUTCH & WALDO COFFEE,Manhattan,247,E 81ST ST,10028,9174091399,Café/Coffee/Tea,08/06/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,17,,,09/30/2019,Cycle Inspection / Initial Inspection,40.775135115665,-73.955225644383,108,05,013800,1048566,1015270021,MN32
50002563,BLUESTONE LANE COFFEE,Manhattan,30,BROAD,,6466843771,Café/Coffee/Tea,10/16/2018,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,0,0,,,,,1,
50066295,GREGORYS COFFEE,Manhattan,485,LEXINGTON AVE,10017,9089025905,Café/Coffee/Tea,04/03/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,7,A,04/03/2018,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.754236829522,-73.973994224303,106,04,009200,1036206,1013010023,MN19
50067107,BLUE BOTTLE COFFEE,Manhattan,55,CORTLANDT ST,10080,3046151876,Café/Coffee/Tea,12/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,12/12/2017,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.710759310912,-74.012173771367,101,01,001300,1088795,1000580001,MN25
50018586,PARKSIDE COFFEE SHOP,Brooklyn,188,PARKSIDE AVE,11226,7182841914,American,06/05/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,56,,,09/30/2019,Cycle Inspection / Initial Inspection,40.655070193492,-73.961346876328,314,40,050803,3115925,3050540011,BK42
50045966,BIRCH COFFEE,Manhattan,8,SPRUCE ST,10038,2126861444,Café/Coffee/Tea,05/01/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,05/01/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.711237420012,-74.005396175719,101,01,001501,1087485,1001007502,MN25
50073022,FLOWER POWER COFFEE HOUSE NYC,Queens,6402,MYRTLE AVE,11385,7183660011,Café/Coffee/Tea,08/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,08/22/2018,09/30/2019,Pre-permit (Operational) / Re-inspection,40.700965400947,-73.892259050842,405,30,057700,4086894,4035930016,QN19
40938943,STARBUCKS COFFEE # 7851,Manhattan,1,PENN PLAZA,10119,2127363206,Café/Coffee/Tea,08/09/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,,,09/30/2019,Cycle Inspection / Initial Inspection,40.751091318302,-73.992925898182,105,03,010100,1014387,1007830070,MN17
50094573,LITTLE ROY COFFEE CO.,Brooklyn,1413,NOSTRAND AVE,11226,3478864514,Other,01/01/1900,,,,,,,,09/30/2019,,40.651977788875,-73.949686604911,317,40,081800,3108500,3048687501,BK95
50049331,PUEBLO QUERIDO COFFEE,Brooklyn,195,GREENPOINT AVE,11222,9293462986,Café/Coffee/Tea,06/01/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,40.730438017893,-73.951730666293,301,33,057500,3414018,3025590036,BK76
50093837,UZ CONNER COFFEE SHOP,Queens,5401,99TH ST,11368,7186997626,American,07/09/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,15,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.739443188018,-73.860621289179,404,21,044301,4047217,4019090031,QN25
50067128,DEMITASSE COFFEE & TEA,Manhattan,973,COLUMBUS AVE,10025,6463717186,Café/Coffee/Tea,04/06/2018,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,7,,,09/30/2019,Cycle Inspection / Initial Inspection,40.800342627985,-73.962045982133,107,07,019300,1055705,1018430062,MN09
50050249,JULIA'S COFFEE SHOP,Bronx,232,E 144TH ST,10451,3475734511,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,33,,,09/30/2019,Cycle Inspection / Initial Inspection,40.815747280942,-73.925215949954,201,08,005100,2000995,2023400219,BX39
50032749,JERRY'S COFFEE SHOP,Bronx,970,LONGWOOD AVE,10459,7188238073,Sandwiches,10/03/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,28,,,09/30/2019,Cycle Inspection / Initial Inspection,40.817367711552,-73.898020231848,202,08,008500,2005569,2027080046,BX33
50042698,LE CAFE COFFEE,Manhattan,145,4TH AVE,10003,2123889111,Café/Coffee/Tea,02/17/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,12,A,02/17/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.733908875254,-73.989871498136,103,02,004200,1077569,1005590009,MN22
50056982,THE MILES COFFEE BAR,Bronx,4039,E TREMONT AVE,10465,9175132392,Café/Coffee/Tea,10/25/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,10,A,10/25/2018,09/30/2019,Cycle Inspection / Re-inspection,40.81952144418,-73.817505579585,210,13,013000,2077266,2054450005,BX52
40366938,LULU'S COFFEE SHOP,Bronx,1191,CASTLE HILL AVENUE,10462,7188223568,Café/Coffee/Tea,12/02/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,21,,,09/30/2019,Cycle Inspection / Initial Inspection,40.831707036899,-73.850999305895,209,18,009200,2026488,2038110036,BX59
41520844,POP'S COFFEE DINER,Queens,4429B,KISSENA BOULEVARD,11355,7184637719,American,10/05/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,11,A,10/05/2018,09/30/2019,Cycle Inspection / Re-inspection,40.753311361905,-73.822087482721,407,20,085900,4117219,4051920015,QN22
50043744,CARIBBEAN COFFEE SHOP,Brooklyn,527,STANLEY AVE,11207,7189752301,Caribbean,06/04/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,34,,,09/30/2019,Cycle Inspection / Initial Inspection,40.657221383154,-73.888862789012,305,42,110400,3097671,3043470030,BK82
50056982,THE MILES COFFEE BAR,Bronx,4039,E TREMONT AVE,10465,9175132392,Café/Coffee/Tea,04/02/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,04/02/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.81952144418,-73.817505579585,210,13,013000,2077266,2054450005,BX52
50059386,SOUTHERN CROSS COFFEE,Manhattan,300,E 5TH ST,10003,2127279470,Café/Coffee/Tea,05/07/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,05/07/2019,09/30/2019,Cycle Inspection / Re-inspection,40.726615917443,-73.988631491535,103,02,003800,1006205,1004460008,MN22
50000150,TASZO COFFEE,Manhattan,5,EDWARD M MORGAN PLACE,10032,2129341100,American,04/06/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,37,,,09/30/2019,Cycle Inspection / Initial Inspection,40.834527190919,-73.945399404987,112,07,024100,1076745,1021340180,MN36
40733334,JOHN'S DONUT & COFFEE SHOP,Brooklyn,481,MYRTLE AVENUE,11205,7186380412,American,08/07/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,13,A,08/07/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.693421701929,-73.966055763049,302,35,019100,3054454,3018900085,BK69
50038802,REGO PARK COFFEE SHOP,Queens,9414,63RD DR,11374,7184592233,American,06/03/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,25,,,09/30/2019,Cycle Inspection / Initial Inspection,40.728807509117,-73.863147591964,406,29,069300,4072133,4030830056,QN18
41704110,MI CASA BAKERY & COFFEE SHOP,Bronx,2031,GRAND CONCOURSE,10453,7182943329,Bakery,05/19/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,05/19/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.851942866878,-73.904007233128,205,14,023501,2007693,2028080082,BX41
41570932,STELLA'S COFFEE SHOP,Queens,22213,JAMAICA AVENUE,11428,7182649820,American,06/29/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,06/29/2018,09/30/2019,Cycle Inspection / Re-inspection,40.720602556167,-73.732032281937,413,23,056400,4230249,4107410058,QN34
41408361,BEKY BAKERY AND COFFEE SHOP,Queens,3778,103 STREET,11368,7183970329,Spanish,09/06/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,63,,,09/30/2019,Cycle Inspection / Initial Inspection,40.752737618806,-73.864188258063,403,21,040500,4044240,4017680047,QN26
50045296,ORGANIC FOOD NATURAL JUICES AND COFFEE SHOP II CORP,Queens,8630,ROOSEVELT AVE,11372,9174201425,Spanish,09/24/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,09/24/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.748123920806,-73.879135674381,404,21,026901,4037049,4015010054,QN29
50073733,COFFEE RX,Brooklyn,1504,86TH ST,11228,9295006836,Café/Coffee/Tea,06/15/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,06/15/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.611280582037,-74.00933186881,311,43,017200,3166165,3063600038,BK27
50003000,ROMEO & JULIET COFFEE HOUSE,Manhattan,555,W 42 STREET,10036,6467073789,Café/Coffee/Tea,09/12/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,09/12/2019,09/30/2019,Cycle Inspection / Re-inspection,40.760363300205,-73.997213280737,104,03,012900,1026911,1010710001,MN15
50044232,"S,T COFFEE",Brooklyn,343,TOMPKINS AVE,11216,9177315530,Café/Coffee/Tea,03/09/2017,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,12,A,03/09/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.686054526325,-73.944443342352,303,36,026500,3322346,3018200009,BK75
50053479,THINK COFFEE,Manhattan,280,3RD AVE,10010,9176922571,Café/Coffee/Tea,03/08/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,03/08/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.738069227848,-73.983707498221,106,02,006800,1089666,1008777501,MN21
50054868,COFFEE RX,Brooklyn,276,88TH ST,11209,3477293317,Café/Coffee/Tea,07/24/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.622208861411,-74.032384133977,310,43,006000,3154050,3060610136,BK31
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery,04/23/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,04/23/2019,09/30/2019,Cycle Inspection / Initial Inspection,40.893564795235,-73.857262215439,212,11,043400,2068166,2049970058,BX62
50049490,COZY COFFEE,Brooklyn,925B,MARCY AVE,11216,6462075854,Café/Coffee/Tea,12/19/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Y,59,,,09/30/2019,Cycle Inspection / Initial Inspection,40.681383858026,-73.946415823671,303,36,026900,3331201,3018510001,BK75
41503140,VIP COFFEE,Brooklyn,6714,BAY PARKWAY,11204,7188378388,Bakery,09/20/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,24,,,09/30/2019,Cycle Inspection / Initial Inspection,40.612372122251,-73.982981935903,311,47,025600,3134805,3055720037,BK28
50089669,SUNSET COFFEE SHOP AND RESTAURANT,Brooklyn,5416,2ND AVE,11220,7184397800,Café/Coffee/Tea,04/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.646703488817,-74.019416019475,307,38,002200,3014477,3008200035,BK32
50003000,ROMEO & JULIET COFFEE HOUSE,Manhattan,555,W 42 STREET,10036,6467073789,Café/Coffee/Tea,07/26/2017,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",N,,,,09/30/2019,Trans Fat / Initial Inspection,40.760363300205,-73.997213280737,104,03,012900,1026911,1010710001,MN15
41672122,STARBUCKS COFFEE,Manhattan,805,COLUMBUS AVENUE,10025,2122226580,Café/Coffee/Tea,09/06/2017,Violations were cited in the following area(s).,05E,Toilet facility not provided for employees or for patrons when required.,Y,12,A,09/06/2017,09/30/2019,Cycle Inspection / Initial Inspection,40.794980614566,-73.965956828718,107,07,018500,1088152,1018337507,MN12
50003977,GORILLA COFFEE,Brooklyn,472,BERGEN ST,11217,3479873766,Café/Coffee/Tea,01/10/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,27,,,09/30/2019,Cycle Inspection / Initial Inspection,40.680982104398,-73.975764322639,306,39,012902,3018597,3009330027,BK37
50049490,COZY COFFEE,Brooklyn,925B,MARCY AVE,11216,6462075854,Café/Coffee/Tea,12/19/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Y,59,,,09/30/2019,Cycle Inspection / Initial Inspection,40.681383858026,-73.946415823671,303,36,026900,3331201,3018510001,BK75
50087361,PROOF COFFEE ROASTERS,Manhattan,2286,7TH AVE,10030,3142300768,Café/Coffee/Tea,04/24/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,61,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.814887898189,-73.944013848394,110,09,022800,1058842,1019400031,MN03
50015185,MARCY & MYRTLE COFFEE BAR,Brooklyn,574,MARCY AVE,11206,9176620727,Café/Coffee/Tea,06/02/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,37,,,09/30/2019,Cycle Inspection / Initial Inspection,40.695048591141,-73.94915271648,303,36,025300,3338620,3017540044,BK75
50009140,LIC LANDING BY COFFEED,Queens,5210,CENTER BLVD,11101,9178326309,American,11/08/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,11/08/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.742018665985,-73.960145049346,402,26,000100,,4,QN31
40838460,STARBUCKS COFFEE,Manhattan,400,EAST   90 STREET,10128,2129870891,Café/Coffee/Tea,02/15/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,02/15/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.779279017116,-73.94717444107,108,05,015200,1087460,1015697503,MN32
50066915,STARBUCKS COFFEE #28171,Manhattan,375,PEARL ST,10038,2126159700,American,07/23/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,8,A,07/23/2019,09/30/2019,Cycle Inspection / Re-inspection,40.710200018591,-74.001125388048,101,01,002900,1001389,1001137501,MN27
40955649,KOBRICK COFFEE CO.,Manhattan,24,9 AVENUE,10014,2122555588,"Bottled beverages, including water, sodas, juices, etc.",05/23/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,19,,,09/30/2019,Cycle Inspection / Initial Inspection,40.740403289783,-74.005744977818,102,03,007900,1011691,1006290001,MN23
50051274,LUDLOW COFFEE SUPPLY,Manhattan,176,LUDLOW ST,10002,6465259421,Café/Coffee/Tea,09/26/2016,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",N,,,,09/30/2019,Administrative Miscellaneous / Initial Inspection,40.721713647899,-73.987513963043,103,01,003001,1005417,1004120046,MN27
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery,10/24/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,,,09/30/2019,Cycle Inspection / Initial Inspection,40.893564795235,-73.857262215439,212,11,043400,2068166,2049970058,BX62
50071561,BLUE BOTTLE COFFEE,Brooklyn,76,N 4TH ST,11249,4156864471,Café/Coffee/Tea,05/01/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,6,A,05/01/2019,09/30/2019,Cycle Inspection / Re-inspection,40.717714399793,-73.962013853437,301,34,055500,3062364,3023507502,BK73
41721734,SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,Queens,4606,SKILLMAN AVENUE,11104,7187841821,American,05/29/2018,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,13,A,05/29/2018,09/30/2019,Cycle Inspection / Re-inspection,40.746530517582,-73.917837776623,402,26,025301,4001252,4001370030,QN31
40906994,GABBY'S COFFEE SHOP,Brooklyn,101,DITMAS AVENUE,11218,7184361956,Spanish,07/13/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,07/13/2018,09/30/2019,Cycle Inspection / Re-inspection,40.635572903866,-73.977852581966,312,39,048600,3126607,3053850055,BK41
50035073,BIRCH COFFEE,Manhattan,432,3RD AVE,10016,9178416564,Café/Coffee/Tea,10/15/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,10/15/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.743294653339,-73.979902527918,106,02,007200,1083072,1008867502,MN20
41338439,CLAUDIA'S COFFEE SHOP,Manhattan,125,BROAD STREET,10004,9178651332,Café/Coffee/Tea,11/07/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,A,11/07/2016,09/30/2019,Cycle Inspection / Initial Inspection,40.702105144441,-74.011248902165,101,01,000900,1000006,1000057501,MN25
50012068,GREGORY'S COFFEE,Manhattan,48,E 33RD ST,10016,9174751677,Café/Coffee/Tea,09/20/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,17,,,09/30/2019,Cycle Inspection / Initial Inspection,40.746857843208,-73.982918577428,105,02,007400,1017019,1008620029,MN17
50051274,LUDLOW COFFEE SUPPLY,Manhattan,176,LUDLOW ST,10002,6465259421,Café/Coffee/Tea,09/26/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,75,,,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.721713647899,-73.987513963043,103,01,003001,1005417,1004120046,MN27
50056146,NOBLETREE COFFEE,Manhattan,185,GREENWICH ST,10007,7183054255,Café/Coffee/Tea,05/31/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19,B,05/31/2019,09/30/2019,Cycle Inspection / Re-inspection,40.711829780109,-74.01208739719,101,01,001300,1089309,1000580001,MN25
50058995,COFFEE DELIGHT,Bronx,504,WILLIS AVE,10455,7186654581,American,02/21/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,13,A,02/21/2017,09/30/2019,Pre-permit (Operational) / Initial Inspection,40.815141559193,-73.918424712033,201,08,004300,2000514,2022920001,BX39
50059924,COFFEE TREE LOUNGE,Queens,16405,DEPOT RD,11358,7186610063,Korean,05/23/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,05/23/2018,09/30/2019,Cycle Inspection / Initial Inspection,40.761885567201,-73.801723092643,407,19,117500,4119580,4052870046,QN51
41721734,SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,Queens,4606,SKILLMAN AVENUE,11104,7187841821,American,11/27/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,11/27/2018,09/30/2019,Cycle Inspection / Re-inspection,40.746530517582,-73.917837776623,402,26,025301,4001252,4001370030,QN31
